date,ABCB4,ABEV3,ANIM3,AGRO3,ALPA3,ALPA4,AMAR3,ARZZ3,AZUL4,B3SA3,BBAS3,BBDC3,BBSE3,BEEF3,BIDI3,BKBR3,BPAC3,BRAP3,BRDT3,BRFS3,BRSR3,BRKM3,BRML3,BTOW3,CAML3,CARD3,CCRO3,CEAB3,CIEL3,CMIG3,CNTO3,COGN3,CPFE3,CPLE3,CRFB3,CSMG3,CSAN3,CSNA3,CVCB3,CYRE3,DIRR3,DTEX3,ECOR3,EGIE3,ELET3,ELET3,EMBR3,ENAT3,ENBR3,ENGI3,EVEN3,EQTL3,ETER3,EZTC3,FESA4,FHER3,FLRY3,GFSA3,GGBR3,GNDI3,GOAU3,GOLL4,GRND3,GUAR3,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA3,ITUB3,JBSS3,JHSF3,KLBN11,LAME3,LEVE3,LIGT3,LINX3,LLIS3,LOGN3,LREN3,LWSA3,MDIA3,MEAL3,MGLU3,MILS3,MRFG3,MRVE3,MULT3,MYPK3,NEOE3,NTCO3,OIBR3,OMGE3,PSSA3,PCAR3,PFRM3,PETR3,POMO3,POSI3,PRIO3,PTBL3,QUAL3,RADL3,RAIL3,RAPT3,RLOG3,RENT3,SANB11,SAPR11,SBSP3,SHUL4,SMTO3,SQIA3,STBP3,SULA3,SUZB3,TASA3,TCSA3,TGMA3,TAEE3,TIMS3,TOTS3,TRIS3,TUPY3,UGPA3,UNIP6,USIM5,VALE3,VIVT3,VLID3,VULC3,VVAR3,WEGE3,WIZS3,YDUQ3
2017-12-10,11,10,8,7,0,10,33,0,1,0,14,11,15,6,0,0,0,0,16,9,0,0,3,29,52,11,16,0,7,24,0,0,37,19,7,3,7,30,1,8,0,0,5,11,8,8,8,0,7,0,7,5,13,30,48,5,12,12,0,0,44,5,13,14,0,4,4,0,0,6,10,11,2,7,23,5,11,0,6,8,4,0,8,1,11,40,0,10,0,0,0,0,2,0,6,0,0,9,0,5,3,10,0,8,46,0,0,9,5,23,4,10,6,0,2,0,5,0,1,0,0,0,7,0,15,9,24,52,5,0,32,63,0,3,53,0
2017-12-17,18,9,17,7,0,22,26,0,0,0,17,2,37,12,0,29,0,14,35,12,0,0,6,23,22,16,4,0,4,26,0,0,13,63,4,0,22,24,1,6,0,0,10,9,6,6,43,0,6,0,9,0,14,24,29,3,4,17,11,0,35,3,11,7,0,5,13,5,0,3,4,11,3,5,8,0,12,0,13,0,9,0,4,0,8,14,1,5,0,12,0,0,3,0,12,0,12,6,9,8,2,53,4,18,47,0,0,12,5,29,4,10,14,0,0,0,7,0,2,0,0,0,0,0,11,3,15,56,7,0,46,57,0,5,29,0
2017-12-24,14,12,10,0,46,25,7,0,0,0,12,6,24,3,0,13,0,0,20,11,0,9,0,13,13,24,7,0,9,36,0,0,15,24,8,4,5,40,2,10,4,0,6,5,1,1,18,0,4,16,8,0,3,9,50,3,5,15,12,0,0,4,8,0,0,7,14,6,0,7,2,10,10,12,18,6,14,0,7,0,8,0,19,0,9,16,5,6,0,9,2,0,1,0,0,0,7,9,10,5,5,30,2,3,33,0,0,8,9,19,5,24,15,0,0,0,4,0,2,0,0,0,0,0,6,4,4,33,5,5,6,58,1,4,14,0
2017-12-31,38,9,27,8,0,12,17,6,0,1,14,8,24,3,0,24,18,0,12,17,0,0,31,27,12,13,18,0,4,13,0,0,28,44,2,0,25,45,1,15,4,13,0,5,7,7,38,0,4,0,2,6,20,38,100,3,9,14,12,0,25,4,8,31,0,5,4,5,0,3,11,9,4,14,0,10,6,0,0,0,2,0,9,3,8,30,5,22,0,4,0,0,2,0,0,0,0,6,9,4,6,28,10,28,40,29,0,7,20,28,0,16,0,0,3,0,3,0,4,0,10,0,4,9,17,3,15,56,7,5,30,33,0,4,47,0
2018-01-07,34,16,16,48,0,31,26,0,1,0,16,9,22,3,0,0,0,0,24,23,0,0,8,16,36,17,16,0,6,35,0,0,25,19,15,3,7,39,2,5,14,6,18,15,13,13,29,0,2,0,0,5,17,49,96,0,2,16,72,0,22,4,24,21,0,6,8,0,0,9,8,9,2,0,23,13,6,0,6,8,8,0,12,3,5,33,7,15,0,0,0,0,1,15,6,0,0,12,16,14,10,53,3,22,60,0,0,13,10,19,4,39,6,0,0,0,6,0,5,14,0,0,0,8,10,0,34,68,9,4,22,73,0,3,27,0
2018-01-14,23,17,0,14,0,52,26,0,1,0,18,5,26,11,0,16,0,0,13,9,0,7,8,13,20,23,27,0,10,29,0,0,74,38,21,7,4,49,2,5,14,11,14,8,10,10,13,0,0,0,6,0,24,15,68,5,12,46,20,0,22,6,3,7,0,6,8,0,1,21,3,6,8,5,0,0,6,0,24,4,6,0,8,3,5,13,3,7,11,0,0,0,1,0,11,3,23,13,0,14,3,48,7,22,76,0,0,17,5,21,8,10,6,0,0,0,11,0,4,14,0,0,7,0,25,6,24,61,6,0,0,57,0,2,21,0
2018-01-21,22,12,8,13,0,20,23,3,0,0,23,16,22,3,0,21,0,0,24,18,0,0,13,10,10,25,12,0,6,35,0,0,12,19,7,0,13,28,3,10,7,0,27,10,13,13,10,0,2,0,6,10,19,29,46,5,8,12,10,0,42,6,3,7,0,13,19,0,1,17,7,7,4,5,7,0,6,0,0,0,4,0,19,4,4,13,1,14,11,7,0,0,1,0,22,0,11,14,16,6,6,67,2,8,79,50,5,2,12,17,4,14,0,0,0,0,3,0,3,0,0,0,10,4,0,6,40,65,6,4,36,37,0,3,69,0
2018-01-28,17,8,8,7,75,31,26,3,1,0,17,13,23,11,0,16,0,0,48,22,0,0,35,18,10,31,22,0,5,40,0,0,25,19,12,0,9,43,4,5,14,6,36,10,8,8,22,0,0,0,4,10,9,19,41,5,8,15,0,0,11,8,20,21,0,20,12,0,0,18,15,8,4,7,0,9,39,1,6,26,8,0,23,3,4,32,1,12,5,4,0,0,1,0,17,0,17,14,8,14,1,77,10,11,100,0,5,15,8,10,0,5,0,0,2,0,9,0,8,0,0,0,3,8,20,9,27,61,7,0,21,48,1,4,56,0
2018-02-04,34,13,8,21,0,10,27,0,1,0,16,16,35,14,0,11,0,13,38,30,0,0,22,27,36,26,25,0,4,36,0,0,13,20,10,10,13,46,3,5,4,35,14,2,18,18,28,0,2,0,2,0,13,30,55,5,10,38,21,0,22,5,10,0,0,13,12,0,2,12,10,5,3,17,15,18,12,0,0,8,10,0,16,4,6,27,1,5,0,7,0,0,1,0,23,0,6,8,25,14,3,30,11,25,68,0,0,4,3,25,0,20,26,0,5,0,14,0,4,14,0,0,10,8,41,3,28,78,9,0,16,44,0,4,42,0
2018-02-11,12,14,0,30,41,23,13,0,0,0,12,8,18,6,0,6,0,14,15,18,9,8,6,14,11,6,12,0,4,0,0,0,14,0,6,7,10,25,1,0,8,6,41,9,7,7,11,0,2,0,5,0,19,16,37,6,4,7,22,0,0,1,11,15,0,6,0,0,1,7,6,5,1,0,33,10,6,3,7,4,11,0,17,0,4,14,1,3,6,8,0,0,1,50,0,0,6,5,0,4,2,59,2,21,36,0,0,12,0,10,4,0,14,0,3,0,2,0,1,15,10,0,0,0,17,3,15,42,6,0,12,37,0,2,16,0
2018-02-18,16,14,15,13,72,40,17,0,0,0,23,9,44,0,0,10,0,0,16,36,0,0,10,28,15,27,40,0,6,34,0,0,24,56,5,0,34,22,3,10,0,11,44,10,13,13,25,0,0,0,12,5,8,14,13,0,2,21,39,0,31,3,16,0,0,14,11,9,0,40,11,10,3,9,22,0,11,3,0,4,16,0,22,0,8,13,6,2,0,14,0,0,2,0,11,0,0,11,15,11,6,23,3,16,62,0,10,6,5,17,0,19,18,0,0,0,13,0,5,0,0,0,6,0,5,9,59,49,8,0,10,55,0,6,31,0
2018-02-25,32,23,15,32,0,10,20,0,1,0,16,13,22,5,0,5,0,0,8,37,8,0,13,20,24,16,100,0,7,11,0,0,47,92,10,0,8,32,2,8,16,16,48,12,7,7,33,0,5,12,12,0,10,32,51,0,6,23,48,0,10,4,19,20,0,11,15,18,1,20,8,7,4,9,21,4,22,1,6,14,16,0,22,1,5,31,5,2,0,10,0,0,2,29,0,0,11,12,15,9,2,60,2,3,66,24,5,0,12,30,8,9,0,0,9,0,3,0,9,0,8,0,6,4,10,6,45,67,9,0,20,54,0,7,55,0
2018-03-04,21,10,15,6,0,29,22,0,1,0,13,8,24,18,0,20,0,12,15,100,0,13,15,22,14,37,41,0,4,43,0,0,58,18,16,0,8,56,3,10,0,11,43,6,8,8,11,0,6,12,12,9,12,21,57,0,7,17,9,0,20,5,19,26,0,7,11,0,1,14,5,11,2,7,21,0,11,3,0,11,10,0,18,0,4,49,3,11,5,0,1,0,1,0,37,0,0,11,23,10,5,45,2,10,55,0,0,18,7,16,0,27,6,0,0,0,7,0,8,13,16,0,0,0,14,20,63,63,8,0,35,89,0,6,49,0
2018-03-11,11,12,8,13,0,10,35,0,1,0,16,17,17,13,0,5,0,0,25,51,0,7,25,20,19,16,55,0,9,27,0,0,23,36,10,6,14,41,1,10,6,16,43,6,7,7,14,0,5,0,6,14,20,31,25,2,15,14,10,0,30,5,9,19,0,9,7,4,1,3,9,8,3,14,0,13,11,1,11,11,8,0,11,3,6,24,9,9,0,3,1,0,1,0,21,0,21,13,0,9,4,32,15,13,55,0,0,16,12,13,0,0,12,0,7,0,23,0,6,26,0,0,0,0,14,6,45,46,7,4,15,49,0,5,33,0
2018-03-18,16,15,22,0,0,10,25,2,1,1,17,2,11,8,0,0,0,23,13,37,8,0,8,20,14,13,41,0,6,22,0,0,11,0,2,0,21,33,3,5,3,5,39,4,4,4,13,0,5,0,14,0,24,28,31,5,13,17,9,0,0,2,28,19,0,13,14,13,2,14,12,6,3,7,35,17,16,3,0,11,8,0,22,1,5,12,5,18,0,3,0,0,1,0,11,0,5,11,0,12,2,32,23,20,35,24,5,12,5,11,0,0,6,0,4,0,48,0,8,13,0,0,6,7,14,6,25,48,8,0,15,53,0,3,55,0
2018-03-25,44,12,8,7,37,0,14,3,0,6,16,2,13,11,0,5,0,12,19,29,0,0,3,10,15,11,33,0,7,52,0,0,36,38,10,3,9,37,3,5,10,6,50,8,7,7,10,0,2,0,13,0,4,7,20,3,2,9,0,0,21,3,7,0,0,6,8,0,1,3,2,9,6,7,7,0,34,0,6,4,8,0,0,4,7,58,8,26,0,11,0,0,1,15,6,0,17,8,0,11,4,38,12,8,24,0,0,6,7,12,8,14,6,0,5,0,20,0,4,14,0,0,0,0,15,18,13,46,6,0,5,14,0,3,46,0
2018-04-01,16,11,31,13,0,0,11,2,0,4,16,9,19,16,0,10,0,0,10,33,0,0,3,27,19,8,26,0,9,11,0,0,0,18,5,6,0,39,3,5,3,16,61,2,5,5,2,0,5,0,0,5,12,43,13,5,6,38,39,0,10,5,13,13,0,6,0,0,1,11,8,7,4,12,7,0,22,0,17,4,12,0,19,3,8,25,6,9,0,4,0,0,1,0,11,0,22,10,0,7,2,37,7,13,41,0,0,10,10,12,0,5,0,0,0,0,10,0,4,27,0,0,0,7,19,23,10,39,7,4,5,23,0,4,23,0
2018-04-08,16,6,0,6,0,20,19,5,2,7,17,23,20,13,0,10,0,12,8,37,7,0,8,15,19,8,29,0,15,44,0,0,12,36,8,0,12,37,4,5,3,0,60,6,14,14,13,0,5,0,10,5,6,21,52,10,4,18,0,3,42,4,13,7,0,10,4,0,1,20,3,7,4,2,0,8,21,0,6,0,8,0,41,1,5,37,24,9,0,4,0,0,1,0,5,0,0,11,0,7,2,36,10,10,31,49,5,6,7,13,0,9,6,0,4,0,12,0,6,13,0,0,3,0,19,0,20,40,7,4,25,50,0,4,34,0
2018-04-15,5,12,15,13,0,0,22,2,1,12,16,21,17,5,0,15,0,0,15,59,7,7,0,27,19,5,29,0,12,27,0,0,12,0,11,16,17,37,1,5,3,11,47,6,9,9,20,0,5,0,12,0,24,14,26,2,9,15,0,0,31,6,3,6,0,11,7,0,1,8,14,6,4,11,7,0,26,4,6,4,8,0,29,3,5,24,8,7,0,3,0,0,1,0,11,0,11,9,0,3,2,32,3,20,46,0,5,12,10,11,7,14,12,0,0,0,23,0,6,13,0,0,3,4,10,17,42,52,6,0,20,31,0,6,44,0
2018-04-22,16,22,8,7,0,20,22,0,1,10,17,15,21,14,0,5,0,0,8,43,38,0,8,5,15,19,56,0,10,28,0,0,36,55,11,3,4,48,2,3,10,5,93,6,8,8,19,0,8,0,25,5,8,32,53,8,6,24,20,30,10,4,16,13,46,17,26,5,1,17,2,7,6,7,7,4,38,0,6,7,16,0,11,4,8,25,8,23,5,7,0,0,1,15,11,0,0,6,8,4,5,51,5,23,34,0,0,14,15,12,15,9,12,0,5,0,25,0,7,27,0,0,3,8,10,21,36,59,9,0,15,51,0,9,51,0
2018-04-29,28,10,8,7,38,31,24,0,1,5,23,11,12,17,0,11,0,0,11,19,16,0,3,16,15,3,30,0,14,24,0,0,25,19,5,7,27,18,1,8,3,17,46,15,7,7,10,0,5,0,13,5,15,26,20,3,8,12,0,3,22,5,7,14,3,9,12,0,2,12,8,5,2,2,0,14,6,0,0,0,19,0,16,3,5,46,7,10,11,0,0,0,1,0,23,0,11,8,0,5,2,39,9,25,68,26,5,11,8,12,4,5,19,0,0,20,25,0,2,0,0,0,3,28,20,40,24,45,6,4,16,48,0,6,62,0
2018-05-06,11,12,31,46,0,10,48,5,2,7,22,11,30,16,2,21,0,12,21,35,0,0,5,43,5,57,37,0,8,28,0,0,0,0,7,13,15,39,4,23,13,0,26,4,15,15,20,0,5,0,27,0,8,33,26,18,2,24,20,0,42,11,19,0,12,10,19,5,2,6,7,10,1,5,29,17,0,0,0,11,10,0,23,0,12,25,10,16,0,4,0,0,1,0,16,0,6,18,0,6,3,60,13,34,81,25,0,16,5,15,4,19,31,0,2,0,37,0,2,14,0,7,10,11,20,3,30,49,7,0,41,75,0,6,52,0
2018-05-13,44,12,31,7,0,20,25,13,2,10,24,9,16,11,2,0,0,0,23,27,0,0,5,35,5,66,25,0,12,11,0,0,12,0,3,3,19,39,3,8,7,0,27,12,10,10,24,0,22,13,21,10,17,22,93,13,4,21,0,3,21,6,13,7,9,24,8,0,2,20,10,8,5,14,7,17,16,3,0,26,6,0,15,0,6,19,6,12,0,4,0,0,1,0,5,0,0,21,8,7,3,79,8,23,37,0,5,21,10,13,15,9,0,0,5,0,33,0,2,14,9,0,3,15,20,24,56,58,9,0,31,47,1,5,46,0
2018-05-20,6,13,16,7,0,0,20,0,2,10,28,7,26,11,0,5,0,0,8,30,0,0,3,23,15,31,36,0,8,17,0,0,12,38,2,3,9,48,5,24,14,33,49,6,15,15,13,0,7,0,21,0,8,26,40,5,4,15,30,0,21,7,16,27,6,24,4,0,1,17,5,6,2,17,7,4,6,1,6,11,14,0,38,3,7,32,11,5,0,11,0,0,1,15,11,0,6,28,8,2,4,57,10,34,53,0,0,17,2,17,8,9,6,0,2,0,36,0,1,0,0,0,6,0,25,33,100,50,9,0,26,33,0,3,43,0
2018-05-27,11,16,8,20,0,0,12,0,0,14,28,18,18,14,1,5,0,0,27,34,0,7,11,5,0,17,44,0,11,35,0,0,37,0,2,3,15,30,2,3,7,0,64,8,14,14,7,0,2,0,15,0,11,22,20,3,2,6,10,3,22,7,64,14,3,9,0,0,1,6,17,7,1,2,8,0,17,0,12,0,4,0,23,1,6,6,3,12,11,0,0,0,1,0,28,0,11,42,0,5,4,19,0,19,38,0,0,9,10,21,8,10,0,0,2,40,34,0,2,0,0,0,0,8,26,34,75,65,9,0,5,48,0,5,18,0
2018-06-03,27,22,23,26,0,0,33,0,1,21,33,15,25,43,1,5,0,24,23,27,0,21,5,17,5,11,30,0,7,17,0,0,12,0,6,3,13,42,2,8,3,11,39,2,11,11,8,0,7,0,20,37,10,35,6,15,4,6,10,3,21,6,44,7,6,10,19,0,1,28,34,3,3,7,7,0,16,1,0,14,20,0,26,1,10,25,6,9,10,0,0,0,1,0,0,0,11,26,23,8,3,55,3,15,77,0,0,20,2,7,0,18,6,0,0,0,42,0,4,53,0,0,0,7,19,17,45,57,9,4,5,46,0,7,28,0
2018-06-10,5,25,7,12,0,0,16,2,0,15,28,16,25,23,0,5,0,0,12,36,7,6,5,26,18,13,41,0,13,21,0,0,0,17,6,0,12,34,4,7,3,5,37,11,16,16,22,0,16,0,12,4,17,17,30,9,5,11,0,3,10,5,24,12,6,12,11,0,1,19,9,4,4,9,0,4,20,0,5,3,11,0,21,1,7,29,5,11,0,3,0,0,1,14,5,0,21,21,14,2,3,61,3,27,44,23,0,12,7,5,0,0,12,0,2,0,39,0,5,0,0,0,0,4,18,27,55,50,9,0,29,34,1,2,48,0
2018-06-17,22,14,0,0,0,10,26,0,1,16,25,22,18,28,0,0,0,0,8,31,8,0,5,23,10,19,32,0,7,17,0,0,24,0,8,3,6,23,2,0,7,17,27,4,20,20,18,0,15,0,15,0,17,15,7,5,8,12,0,0,11,5,16,27,3,10,19,5,1,18,20,6,3,5,15,4,6,1,6,26,8,0,23,1,10,25,1,14,0,11,0,0,0,0,11,0,0,15,0,7,1,47,10,24,43,0,0,17,7,7,4,5,12,0,0,0,30,0,5,0,0,0,0,0,25,27,27,40,7,0,11,19,0,2,17,0
2018-06-24,16,16,0,20,0,10,17,7,2,14,28,9,14,30,0,10,0,0,10,22,16,7,5,13,15,17,24,0,9,23,0,0,12,37,0,10,9,30,1,3,3,0,40,8,10,10,19,0,15,0,10,14,19,18,20,8,11,18,0,0,31,7,29,33,0,14,30,0,1,17,3,6,3,0,7,4,17,1,0,4,6,0,11,3,8,6,7,9,5,0,0,0,1,0,11,0,5,16,15,2,1,24,5,24,41,0,10,19,7,2,12,5,12,0,2,0,19,0,1,54,8,0,0,4,10,6,33,40,8,0,5,37,0,5,31,0
2018-07-01,11,18,8,7,0,21,26,3,1,9,30,7,18,22,0,5,0,0,18,51,8,0,5,13,20,17,18,0,8,6,0,0,24,19,3,7,4,25,4,0,3,6,63,12,13,13,64,0,9,0,9,5,11,11,20,26,12,12,30,0,11,6,36,7,3,11,15,0,1,24,17,6,4,10,0,0,6,1,0,7,14,0,27,0,7,19,5,14,5,0,0,0,1,0,6,0,6,14,8,6,4,38,15,8,24,0,5,13,5,5,12,0,0,0,0,0,30,0,2,14,0,0,0,8,10,12,34,53,8,0,5,52,0,5,47,0
2018-07-08,6,14,8,13,0,51,23,0,1,15,22,4,26,8,0,0,0,25,24,31,8,0,5,28,5,22,25,0,5,23,0,0,12,19,5,10,0,27,3,5,0,11,45,6,12,12,30,0,5,13,9,15,28,11,13,26,8,0,0,0,11,5,23,7,6,16,8,0,1,12,5,4,2,2,0,0,28,3,0,11,4,0,8,0,4,45,8,14,0,7,1,0,0,0,0,0,6,17,8,2,2,33,9,27,29,0,0,2,13,3,0,5,25,0,2,0,23,0,8,14,0,0,3,0,5,21,47,52,6,0,21,38,0,4,9,0
2018-07-15,29,29,33,0,38,31,41,0,2,8,20,11,23,14,0,5,0,0,21,42,0,0,5,21,15,28,35,0,10,17,0,0,0,38,10,7,9,33,1,8,4,11,36,11,12,12,26,0,7,0,11,25,22,23,34,24,2,13,10,0,55,18,13,28,3,28,4,0,1,30,8,5,3,2,8,9,50,1,0,11,23,0,12,3,8,19,5,7,0,4,0,0,1,0,6,0,0,13,8,8,1,48,14,21,63,0,0,21,5,16,24,15,13,0,2,0,39,0,3,28,0,0,0,8,10,28,34,85,8,0,27,19,0,9,54,0
2018-07-22,33,10,31,7,36,40,20,0,2,6,29,16,32,3,0,11,0,0,8,36,8,0,13,13,5,6,36,0,9,29,0,0,12,38,5,10,9,32,3,8,3,34,41,0,10,10,29,0,8,0,17,29,23,25,53,23,8,3,0,3,21,9,36,13,9,18,23,14,1,14,24,4,5,14,0,13,50,0,6,15,14,0,15,0,8,39,4,12,21,0,0,0,1,0,0,0,17,15,8,10,4,52,12,24,29,0,0,38,32,12,12,14,0,0,2,0,22,0,4,0,8,0,3,4,10,24,30,70,9,0,5,46,0,7,31,0
2018-07-29,11,27,15,0,0,19,24,2,3,9,20,21,35,29,0,5,0,12,15,27,7,0,3,17,14,13,30,0,19,27,0,0,0,18,6,0,6,29,5,12,0,21,47,8,6,6,29,0,5,0,18,23,22,21,19,15,7,6,19,0,10,7,22,13,3,11,22,0,3,6,11,6,3,14,7,8,21,0,0,4,10,0,0,1,5,24,4,14,0,10,0,0,1,0,26,6,11,17,0,8,5,31,13,30,45,0,5,14,12,5,15,9,0,0,0,0,37,0,2,26,8,0,3,11,19,40,60,59,8,0,15,36,0,3,30,0
2018-08-05,15,13,37,12,0,28,56,2,1,18,23,15,45,21,1,0,0,0,5,31,0,0,10,19,14,21,24,0,22,48,0,0,11,53,5,9,12,38,3,7,6,21,29,27,7,7,20,0,5,24,8,13,22,17,37,14,5,0,28,3,10,5,36,13,3,15,21,13,1,11,11,6,4,0,21,0,26,0,5,17,6,0,7,0,9,30,0,4,5,10,0,0,1,0,21,0,5,17,7,2,1,49,5,17,42,23,0,20,16,11,18,9,12,0,2,0,28,0,4,26,0,0,3,0,9,33,34,89,9,0,24,44,0,4,35,0
2018-08-12,32,15,8,6,35,29,25,5,1,9,24,6,49,13,0,5,0,12,5,27,8,0,10,25,5,11,35,0,11,6,0,0,12,36,2,0,8,29,2,13,7,21,43,24,12,12,13,0,5,0,34,14,12,42,6,22,4,15,19,3,20,7,16,13,6,15,15,0,2,17,0,8,4,2,7,4,59,1,0,11,8,0,62,0,8,31,14,11,10,3,0,0,1,0,11,0,0,12,0,5,1,69,20,10,43,0,0,24,0,7,0,0,18,0,4,0,22,0,6,26,8,0,0,4,24,17,55,57,7,4,20,68,1,6,28,0
2018-08-19,16,10,23,13,0,39,24,0,1,11,23,8,20,34,1,10,0,0,15,23,0,0,13,27,5,13,25,0,8,16,0,0,12,53,5,6,8,38,1,5,10,11,60,16,7,7,8,0,5,0,18,14,12,21,32,5,2,15,10,3,10,9,28,19,3,14,15,0,1,25,16,6,2,2,0,17,5,1,6,7,6,0,11,4,6,6,7,9,0,3,0,0,1,0,26,0,5,14,8,2,5,36,44,20,35,0,0,16,9,15,4,5,0,0,0,0,29,0,0,0,0,0,0,7,29,29,26,59,7,4,20,40,0,6,22,0
2018-08-26,16,15,22,13,0,0,14,0,1,9,22,11,18,29,0,0,0,12,12,20,15,0,5,24,24,11,28,0,13,22,0,0,11,89,0,3,8,31,2,5,0,0,39,8,13,13,11,0,2,0,18,14,4,24,50,15,5,11,19,3,40,11,40,26,9,11,11,0,1,8,15,5,6,7,7,8,16,1,0,14,2,0,7,1,6,18,15,7,5,10,0,0,1,0,5,0,0,9,7,2,2,27,15,10,20,0,5,18,5,8,4,18,18,0,0,0,40,0,3,0,0,0,3,0,28,20,22,47,7,0,5,40,0,5,38,0
2018-09-02,38,10,23,20,0,0,23,3,0,9,23,11,30,16,0,0,0,0,13,21,8,0,5,28,10,17,13,0,8,23,0,0,12,19,0,0,9,26,3,5,27,0,45,14,5,5,3,0,7,13,19,10,8,22,26,15,2,9,20,3,21,7,36,7,3,6,4,5,1,14,20,2,3,7,0,9,5,4,0,4,4,0,11,0,7,13,7,0,5,4,0,0,1,0,11,3,0,12,0,0,3,70,10,18,34,0,5,15,2,12,4,5,0,0,0,0,27,0,4,0,0,0,3,11,10,18,40,29,8,0,15,23,1,5,29,0
2018-09-09,16,13,22,19,0,10,24,2,0,7,23,15,23,62,0,0,0,12,10,13,7,7,10,15,5,13,28,0,8,16,0,0,11,18,3,0,4,21,1,5,3,16,30,10,10,10,10,0,5,0,14,9,8,17,25,14,13,0,9,5,10,7,49,6,12,20,14,0,1,16,14,5,3,0,0,0,0,0,0,10,11,0,29,0,6,24,7,2,10,14,0,0,1,14,21,0,5,14,7,3,3,27,11,15,40,0,0,10,9,3,7,4,12,0,2,0,21,0,1,0,0,0,3,4,9,28,19,47,7,0,5,26,1,6,14,0
2018-09-16,27,16,15,26,35,49,27,0,1,12,30,15,40,32,0,10,0,12,12,32,7,0,0,32,5,11,37,0,15,22,0,0,12,36,3,3,10,17,2,3,7,5,43,14,9,9,11,0,10,12,20,5,10,21,26,7,2,0,10,0,0,8,50,26,12,16,7,0,2,22,13,8,4,9,7,0,16,5,0,21,6,0,18,4,8,18,8,5,5,0,0,0,1,0,11,0,22,13,15,5,2,54,19,15,41,0,0,8,5,5,11,5,6,0,0,0,25,0,1,13,0,0,3,0,14,23,32,71,11,8,20,18,2,4,14,0
2018-09-23,16,18,0,0,36,30,8,0,1,13,23,6,23,21,1,20,0,24,12,15,15,0,5,10,9,24,46,0,14,16,0,0,0,0,3,3,10,22,6,3,7,0,47,22,7,7,16,0,0,12,27,9,4,36,26,7,6,3,10,8,31,12,41,13,6,7,4,0,3,17,8,3,6,7,0,21,5,1,6,14,6,0,11,1,5,18,10,14,10,4,0,0,1,14,5,0,0,19,15,0,3,76,16,15,51,24,0,8,7,10,4,14,6,0,4,0,21,0,4,27,8,0,0,7,39,44,16,44,11,8,5,32,1,4,20,0
2018-09-30,16,19,30,13,0,10,17,0,2,7,42,11,28,27,0,10,0,0,20,20,15,0,3,20,5,24,40,0,15,27,0,0,12,90,5,0,10,25,3,10,7,5,39,18,9,9,20,0,3,24,30,14,4,18,19,17,20,23,10,0,62,14,38,7,3,10,4,0,2,28,19,11,3,9,14,17,43,0,0,7,10,0,29,0,7,18,11,7,5,0,0,0,1,0,11,0,0,22,8,2,2,41,100,15,46,24,0,8,10,7,8,0,6,0,0,0,28,0,5,0,0,0,6,15,24,32,32,54,10,4,30,45,2,5,19,0
2018-10-07,27,31,8,13,0,40,34,5,1,14,42,17,20,19,1,5,15,0,10,23,0,0,8,8,10,22,30,0,10,39,0,0,0,37,2,10,8,16,1,8,10,27,35,12,24,24,11,0,3,0,29,19,4,14,6,10,13,6,10,0,0,11,29,20,3,21,0,0,1,20,19,7,4,14,7,9,27,1,0,11,10,0,7,3,6,25,8,14,0,4,0,0,1,0,16,0,0,19,8,1,2,37,50,13,41,0,5,8,2,5,8,5,6,0,0,0,29,0,8,27,8,0,0,7,29,23,16,67,9,4,15,41,1,5,17,0
2018-10-14,11,39,16,20,36,50,51,0,1,18,26,17,21,38,0,5,0,24,18,26,8,7,8,10,10,25,47,0,10,39,0,0,12,18,3,16,9,24,4,13,7,16,40,12,18,18,30,0,5,0,48,19,2,14,20,10,13,15,20,5,42,15,48,33,0,22,19,0,2,29,15,4,4,12,7,9,16,4,6,11,6,0,19,4,7,31,6,23,11,11,0,0,1,0,16,3,11,16,8,5,4,42,27,18,29,0,0,17,12,8,8,9,31,0,0,0,24,0,7,41,0,0,9,0,25,29,49,49,13,4,31,60,1,6,23,0
