date,ABCB4,ABEV3,ANIM3,AGRO3,ALPA3,ALPA4,AMAR3,ARZZ3,AZUL4,B3SA3,BBAS3,BBDC3,BBSE3,BEEF3,BIDI3,BKBR3,BPAC3,BRAP3,BRDT3,BRFS3,BRSR3,BRKM3,BRML3,BTOW3,CAML3,CARD3,CCRO3,CEAB3,CIEL3,CMIG3,CNTO3,COGN3,CPFE3,CPLE3,CRFB3,CSMG3,CSAN3,CSNA3,CVCB3,CYRE3,DIRR3,DTEX3,ECOR3,EGIE3,ELET3,ELET3,EMBR3,ENAT3,ENBR3,ENGI3,EVEN3,EQTL3,ETER3,EZTC3,FESA4,FHER3,FLRY3,GFSA3,GGBR3,GNDI3,GOAU3,GOLL4,GRND3,GUAR3,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA3,ITUB3,JBSS3,JHSF3,KLBN11,LAME3,LEVE3,LIGT3,LINX3,LLIS3,LOGN3,LREN3,LWSA3,MDIA3,MEAL3,MGLU3,MILS3,MRFG3,MRVE3,MULT3,MYPK3,NEOE3,NTCO3,OIBR3,OMGE3,PSSA3,PCAR3,PFRM3,PETR3,POMO3,POSI3,PRIO3,PTBL3,QUAL3,RADL3,RAIL3,RAPT3,RLOG3,RENT3,SANB11,SAPR11,SBSP3,SHUL4,SMTO3,SQIA3,STBP3,SULA3,SUZB3,TASA3,TCSA3,TGMA3,TAEE3,TIMS3,TOTS3,TRIS3,TUPY3,UGPA3,UNIP6,USIM5,VALE3,VIVT3,VLID3,VULC3,VVAR3,WEGE3,WIZS3,YDUQ3
2018-10-21,11,84,8,19,36,40,45,5,1,7,27,24,24,19,1,0,0,0,8,24,8,14,13,10,10,8,46,0,15,22,0,0,0,19,5,0,32,31,4,10,10,0,53,12,10,10,16,0,5,12,39,9,43,32,26,23,9,18,20,3,10,13,48,0,3,12,37,14,2,31,11,4,7,12,7,4,16,7,0,18,28,0,7,7,6,76,9,18,16,7,1,0,1,0,22,0,16,19,0,7,4,51,22,21,57,0,16,14,19,12,4,14,37,0,5,0,28,0,7,0,0,0,3,11,24,29,33,68,14,4,36,60,1,10,17,0
2018-10-28,29,66,16,7,0,0,24,0,2,17,43,25,32,54,0,11,0,0,22,29,0,0,22,29,26,14,60,0,16,100,0,0,25,39,5,17,25,28,8,16,11,40,56,32,19,19,18,0,7,13,35,10,40,27,28,11,14,3,10,3,22,11,34,21,10,18,24,0,2,15,17,3,8,5,15,14,11,7,6,19,15,0,8,1,6,66,7,17,6,15,0,0,2,15,11,3,12,24,16,1,6,83,12,30,41,0,0,19,13,14,8,5,13,0,2,0,34,0,5,29,0,0,0,12,16,56,21,45,11,8,16,54,0,10,21,0
2018-11-04,32,56,15,26,0,39,71,2,1,27,27,15,35,26,0,0,0,24,23,26,0,0,15,22,14,85,46,0,21,22,0,0,0,18,8,0,41,31,3,8,16,16,39,22,12,12,13,0,8,12,32,18,14,14,38,25,11,23,48,3,41,10,50,20,6,11,15,9,2,20,16,10,2,5,0,8,11,4,11,21,14,0,29,4,14,49,11,16,5,17,0,0,1,0,27,0,5,20,0,5,3,32,26,15,58,24,0,18,17,13,7,9,6,0,0,0,39,0,8,26,0,0,6,7,29,29,32,69,12,4,15,72,2,9,22,0
2018-11-11,47,43,8,0,39,43,36,3,1,8,24,16,22,14,1,11,0,26,19,26,0,7,11,24,5,26,37,0,26,24,0,0,0,0,4,3,9,20,1,14,0,17,42,24,7,7,16,0,5,0,20,5,20,19,49,5,12,10,10,3,45,5,65,36,10,13,8,0,1,12,5,11,9,3,8,28,12,7,0,23,13,0,36,1,9,54,3,25,0,4,0,0,1,16,6,0,24,13,17,8,2,50,30,6,42,0,0,11,10,5,16,20,0,0,2,0,25,0,4,29,0,0,0,20,16,31,42,69,8,4,27,44,1,7,18,0
2018-11-18,16,42,23,19,0,10,31,5,0,10,26,9,20,21,0,21,0,0,31,21,8,7,3,15,5,11,36,0,27,17,0,0,0,18,0,0,13,27,4,8,3,0,22,20,12,12,12,0,7,12,29,28,6,28,39,10,11,6,29,0,31,3,38,40,9,11,7,0,2,8,35,6,3,2,14,0,5,9,0,22,14,0,22,4,7,50,4,5,0,0,0,0,2,0,49,0,5,18,8,4,2,32,12,28,15,0,0,4,0,3,11,9,18,0,5,0,16,0,6,0,0,0,0,4,15,23,19,45,9,4,30,41,1,8,17,0
2018-11-25,17,52,16,40,0,10,43,0,1,10,29,16,21,33,0,11,0,12,16,19,0,0,3,26,30,17,68,0,35,29,0,0,12,19,0,0,15,29,2,8,10,28,72,20,8,8,18,0,12,13,10,24,4,18,33,5,23,18,20,0,32,8,32,20,19,6,15,23,1,20,26,7,1,12,0,0,100,11,6,7,10,0,15,6,9,26,11,21,0,4,0,0,2,0,11,0,17,14,16,6,1,33,22,16,50,25,0,21,7,19,12,9,6,0,0,0,36,0,7,14,17,0,6,11,15,45,23,71,14,4,10,19,7,9,14,0
2018-12-02,29,62,16,7,0,32,48,0,1,6,23,7,43,29,0,6,0,0,14,29,0,0,6,32,37,18,51,0,32,30,0,0,38,0,16,3,20,27,6,8,0,6,90,23,14,14,31,0,11,0,13,15,4,34,48,11,8,16,31,6,22,4,44,14,6,4,8,0,1,12,14,8,4,20,0,9,23,11,0,27,10,0,36,1,5,27,8,17,0,4,0,0,2,0,6,3,0,20,8,5,3,30,21,14,52,0,6,13,10,11,0,30,7,0,2,0,53,0,4,14,9,0,3,12,31,56,28,53,14,4,16,39,8,6,33,0
2018-12-09,30,47,9,0,0,99,25,3,3,12,25,19,50,33,1,6,0,13,14,24,0,8,9,33,54,15,39,0,34,43,0,0,0,20,5,4,5,28,4,17,18,30,29,40,10,10,17,0,16,0,23,26,9,24,29,14,23,7,54,9,23,14,53,15,3,12,8,0,1,13,9,5,5,13,0,5,6,1,0,48,11,0,45,5,8,42,9,28,0,12,0,0,2,80,0,0,6,16,17,3,1,62,20,20,26,0,6,5,5,15,13,21,0,0,3,0,36,0,5,0,0,0,0,42,11,32,14,55,9,4,11,56,8,9,37,0
2018-12-16,18,49,17,7,81,34,22,3,2,9,18,10,35,12,0,6,0,0,26,23,0,8,6,28,28,15,36,0,30,32,0,0,40,21,0,4,7,35,2,9,7,0,45,16,7,7,49,0,13,56,9,0,16,8,37,20,36,3,55,15,23,10,40,30,10,8,13,5,1,26,11,8,6,18,0,5,37,3,0,25,4,0,25,6,6,21,4,37,6,4,0,0,2,16,19,0,0,15,35,4,2,37,19,12,44,0,6,9,16,9,17,0,7,0,5,0,28,0,4,15,0,0,4,8,22,20,37,90,12,4,35,21,12,6,13,0
2018-12-23,43,38,20,9,0,0,22,0,1,8,20,11,19,11,0,14,0,0,7,14,0,9,3,10,0,14,15,0,17,44,0,0,0,0,6,0,45,18,2,10,4,7,23,21,5,5,13,0,9,16,5,25,3,24,34,7,15,12,0,4,41,8,17,17,4,9,5,12,1,34,8,5,1,12,0,6,7,7,0,24,18,0,15,4,6,41,7,34,7,0,0,0,1,0,36,4,7,12,0,0,5,37,13,14,20,0,7,14,3,11,20,0,16,0,3,25,25,0,4,18,0,0,4,15,6,27,30,52,6,5,20,54,7,6,7,0
2018-12-30,27,65,29,8,0,25,28,9,2,15,22,11,41,30,0,13,37,0,16,15,0,9,6,18,24,13,27,0,26,55,0,0,29,68,2,4,21,20,1,0,8,13,54,30,24,24,20,0,10,0,13,12,13,18,24,16,19,11,12,17,26,6,12,33,4,15,9,11,3,21,4,5,5,23,9,5,20,5,0,27,22,0,23,0,8,46,10,11,6,0,0,0,1,18,20,0,7,16,10,9,2,46,14,22,48,0,0,20,21,14,38,11,7,0,0,0,29,0,6,0,10,0,8,23,36,22,20,45,11,0,13,40,7,8,24,0
2019-01-06,46,58,0,21,0,42,30,0,1,10,34,14,55,17,0,6,0,13,17,36,0,0,14,43,53,18,51,0,37,72,0,0,0,0,12,3,20,33,6,5,4,0,57,38,19,19,52,0,12,26,4,10,9,30,21,11,24,19,10,31,11,8,37,14,0,15,24,14,3,30,20,8,6,22,23,19,18,6,0,31,31,0,20,3,9,27,7,39,0,8,0,0,3,0,18,0,6,21,8,11,1,45,32,22,52,0,0,16,18,13,8,5,7,0,2,0,47,0,9,0,9,0,3,12,10,34,21,70,13,4,27,68,14,9,39,0
2019-01-13,11,73,0,21,38,42,36,3,2,24,27,19,42,34,0,11,0,0,22,29,16,7,8,19,21,14,55,0,34,48,0,0,13,20,3,7,25,30,3,22,0,6,70,47,19,19,37,0,21,13,7,15,18,4,21,8,16,6,31,11,22,7,41,21,13,12,12,14,3,21,19,7,6,37,15,14,35,18,0,19,25,0,20,6,10,100,5,29,22,15,0,0,3,62,12,0,17,21,25,5,2,64,30,28,99,26,16,24,8,23,41,10,6,0,0,0,61,0,5,14,18,0,3,16,21,28,31,63,15,0,32,73,17,9,63,0
2019-01-20,27,54,23,7,72,20,26,5,1,17,24,11,28,14,0,10,0,0,8,26,8,7,16,36,25,11,42,0,23,28,0,0,12,38,3,3,11,36,0,13,3,17,45,18,15,15,31,0,13,12,4,5,12,14,20,3,6,18,10,14,21,7,26,13,6,10,11,5,2,23,21,7,5,12,29,18,6,7,6,7,16,0,11,3,7,70,13,42,0,4,0,0,2,58,0,0,11,16,23,6,3,52,29,19,62,0,37,25,10,14,39,9,0,0,2,0,49,0,4,14,0,0,3,4,20,18,36,56,15,12,41,46,14,7,43,0
2019-01-27,34,62,24,13,37,31,43,10,2,25,25,20,45,50,1,0,0,100,8,19,0,0,11,23,20,17,45,0,43,58,0,0,0,19,0,7,20,47,2,16,14,6,64,37,18,18,34,0,21,0,9,10,6,15,61,16,19,18,51,8,65,6,46,14,9,14,35,14,2,35,22,9,4,12,22,13,17,1,0,34,16,0,27,3,5,77,11,22,5,18,0,0,3,0,11,3,0,21,32,7,6,72,29,38,72,25,21,15,23,15,28,5,13,0,0,20,53,0,6,14,0,0,3,12,20,30,27,71,100,4,26,48,17,11,41,0
2019-02-03,22,50,8,13,0,20,55,0,2,11,30,27,37,53,0,11,0,37,21,32,8,0,3,26,30,28,56,0,37,29,0,0,24,0,5,3,0,54,2,5,17,11,50,43,16,16,24,0,22,13,19,19,9,15,33,21,37,18,10,19,11,8,36,7,3,7,23,28,3,12,55,9,9,19,22,13,11,5,0,7,22,0,31,1,8,39,13,29,0,7,0,0,4,15,50,0,23,22,16,2,4,67,27,27,43,0,32,21,20,24,24,10,6,0,2,0,44,0,15,0,17,0,3,31,20,36,27,67,42,0,5,24,18,8,41,0
2019-02-10,16,36,31,19,71,20,33,7,2,20,31,11,76,29,0,5,15,24,15,25,15,0,5,30,10,5,55,0,28,33,0,0,0,0,6,3,15,25,3,10,13,11,69,50,7,7,23,0,16,12,22,9,14,7,32,15,24,100,19,3,10,8,38,13,0,11,26,0,2,37,45,6,3,9,0,8,21,1,6,47,20,0,33,3,6,62,14,25,10,4,1,0,3,29,21,0,11,18,8,2,6,59,20,43,46,0,5,16,7,8,34,18,6,1,4,0,31,0,7,0,0,0,6,33,39,26,19,62,27,0,10,55,9,12,34,0
2019-02-17,16,54,31,33,0,40,31,7,1,16,35,24,50,65,1,10,30,12,36,15,8,0,23,33,25,16,38,0,31,28,0,0,12,37,5,0,23,57,2,10,3,5,53,62,16,16,27,0,23,12,19,14,10,14,39,10,30,59,20,5,52,6,38,20,0,14,45,9,5,51,37,12,10,9,0,0,5,11,6,15,18,0,22,0,13,25,17,26,16,11,1,0,4,29,16,0,22,16,23,6,2,70,30,21,41,0,21,15,10,17,23,9,6,2,0,0,40,0,3,13,17,0,0,11,24,32,29,58,21,0,10,37,21,11,23,0
2019-02-24,33,44,31,20,37,40,23,3,2,24,29,9,51,22,0,37,0,12,29,18,0,0,8,28,30,25,23,0,28,58,0,0,12,38,8,13,22,66,3,10,7,6,59,37,14,14,32,0,19,25,17,5,8,15,33,8,38,72,40,11,21,3,36,20,3,13,84,23,4,61,38,9,8,10,7,31,11,9,6,22,10,0,30,4,6,45,24,33,5,0,0,0,6,15,22,0,6,19,24,7,8,24,15,56,45,100,11,6,17,9,16,14,13,5,2,0,24,0,8,0,9,0,10,8,50,33,20,46,18,4,16,28,17,9,77,0
2019-03-03,18,39,9,30,41,11,16,3,1,19,26,10,41,12,0,29,0,0,6,12,9,8,9,9,6,22,36,0,13,19,0,0,13,21,6,7,10,52,2,9,4,0,20,34,9,9,8,0,8,42,7,0,5,4,67,3,41,24,11,6,47,3,11,8,7,6,47,5,3,36,27,5,4,8,8,15,6,2,7,12,4,0,13,0,5,43,12,29,6,4,0,0,3,33,31,0,12,10,53,5,18,27,8,18,18,0,12,5,11,2,9,5,0,3,5,0,23,0,3,0,10,0,4,13,17,27,19,30,12,9,6,31,8,7,38,0
2019-03-10,38,52,39,33,73,50,20,3,6,22,30,13,46,41,0,31,15,49,24,25,8,0,11,26,55,14,31,0,23,28,0,0,12,0,7,6,15,55,7,5,13,11,27,55,13,13,28,0,25,13,8,10,6,25,26,8,40,36,20,3,0,8,58,7,3,8,38,0,4,26,16,9,6,7,15,0,33,3,12,18,10,0,38,4,7,19,20,37,27,14,0,0,4,15,44,0,11,17,0,2,16,33,20,34,50,0,26,15,17,7,39,23,0,3,2,20,36,0,5,27,8,0,3,23,79,21,59,68,18,8,15,79,12,16,17,0
2019-03-17,21,45,8,26,36,59,17,7,3,18,28,30,37,53,0,25,15,12,20,27,0,7,21,35,19,13,52,0,24,11,0,0,23,0,10,0,31,70,6,25,16,16,100,34,13,13,19,0,28,86,12,9,12,32,65,10,45,26,19,19,41,8,22,7,15,8,44,0,4,40,32,15,10,7,36,21,11,3,0,29,20,0,29,0,7,12,18,34,10,7,0,0,7,58,38,3,33,17,23,5,22,55,23,13,64,24,25,10,17,23,23,5,6,6,4,19,39,0,4,53,8,0,6,7,92,23,52,92,18,4,10,64,10,11,42,0
2019-03-24,38,51,15,39,0,20,23,3,2,29,39,13,36,43,0,10,0,24,21,23,0,0,3,50,0,8,37,0,33,17,0,0,12,18,7,3,17,65,7,15,3,5,53,34,17,17,18,0,13,62,15,19,15,22,33,8,38,21,20,3,21,6,48,27,15,6,56,14,3,43,34,9,10,12,36,9,27,9,6,29,12,0,26,0,7,31,12,16,0,7,0,0,5,0,11,0,6,13,47,6,13,47,28,31,78,0,36,10,17,10,35,14,6,10,5,0,38,0,2,54,42,0,16,34,34,18,39,82,15,8,0,41,11,11,31,0
2019-03-31,34,34,8,7,37,10,46,0,2,21,34,52,47,36,1,27,16,12,21,18,16,7,5,18,30,11,40,0,39,41,1,0,0,19,7,7,24,74,2,11,0,11,41,37,11,11,16,0,17,13,15,19,4,18,34,8,60,58,50,8,21,4,30,20,3,10,39,0,5,76,22,9,9,14,30,0,22,18,0,26,10,0,38,4,4,45,21,7,11,22,0,0,5,15,23,0,6,17,16,4,12,29,26,11,53,25,27,19,7,3,36,10,13,13,5,0,30,0,1,28,9,0,10,8,35,24,27,48,12,4,0,38,12,10,41,0
2019-04-07,22,30,23,7,0,0,37,3,1,16,19,16,27,27,1,5,15,0,21,20,8,7,3,46,35,11,34,0,30,40,1,0,0,37,2,6,19,48,2,13,7,0,72,36,18,18,14,0,25,25,12,24,0,22,33,3,53,27,20,5,0,9,48,13,12,1,26,9,2,40,21,9,8,24,15,4,11,9,12,29,12,0,15,6,4,45,14,9,0,7,0,0,5,29,28,3,6,25,39,5,14,38,24,16,34,49,11,13,7,3,23,0,25,5,0,0,28,0,0,27,42,0,6,26,25,12,20,60,13,8,10,55,11,7,40,0
2019-04-14,24,28,9,15,0,11,25,8,3,13,23,10,21,33,0,0,0,13,17,21,9,0,20,17,33,18,31,0,33,0,16,0,0,0,2,4,21,41,5,14,7,24,89,25,3,3,7,0,9,14,16,5,5,16,0,8,23,26,0,0,23,7,36,22,3,3,38,15,2,25,27,16,2,26,24,5,12,12,19,4,15,0,29,3,5,7,10,15,6,8,0,0,4,16,18,0,6,21,9,4,10,26,19,9,20,0,17,5,11,17,21,5,0,2,5,0,13,0,4,0,0,0,10,0,22,29,22,48,9,0,6,41,10,9,6,0
2019-04-21,11,37,8,26,36,20,29,8,3,22,29,13,17,27,2,21,0,12,37,40,0,7,8,15,30,20,27,0,62,29,10,0,12,19,8,6,15,44,6,8,3,11,63,53,9,9,15,26,17,25,48,24,4,25,20,8,44,12,10,14,42,7,100,20,12,17,38,5,2,14,19,16,5,26,15,53,11,18,0,11,20,0,4,4,8,32,23,28,5,11,1,0,4,15,22,3,0,18,8,4,14,33,43,13,60,25,37,17,12,7,12,0,12,11,2,0,40,0,5,0,25,0,0,4,25,50,13,60,10,8,10,32,14,10,40,0
2019-04-28,22,32,24,20,0,31,12,5,1,21,21,31,23,22,3,11,31,25,40,27,8,7,8,13,20,14,35,0,37,12,7,0,12,19,7,3,9,32,5,19,7,17,73,19,8,8,15,53,22,64,11,5,11,30,34,5,49,37,20,8,11,6,83,69,9,9,77,0,3,32,18,12,6,7,15,58,11,11,6,4,22,0,27,4,14,32,9,22,11,11,0,0,3,0,28,0,6,12,16,4,12,14,24,19,53,25,11,13,20,5,12,5,0,4,9,0,27,0,3,0,9,0,3,12,20,42,20,39,10,0,21,38,14,4,50,0
2019-05-05,22,45,47,53,0,50,39,5,2,30,34,18,49,33,0,26,15,12,34,23,0,0,13,28,30,19,32,0,31,17,5,0,12,0,3,6,15,26,5,13,7,16,31,40,9,9,13,44,15,25,46,10,6,11,33,8,76,18,49,11,0,6,42,33,37,1,38,14,3,23,24,8,8,26,22,48,11,8,0,11,4,0,26,3,12,19,12,12,26,18,0,0,5,29,33,3,11,14,23,5,9,33,17,13,34,0,16,10,15,12,15,0,6,31,9,0,30,0,4,27,8,0,9,27,20,21,20,59,12,8,10,46,23,10,88,0
2019-05-12,16,35,39,7,0,50,25,5,2,24,27,11,32,35,0,41,0,0,26,17,8,7,13,28,25,33,21,0,31,17,6,0,12,19,3,6,4,43,9,10,10,16,49,28,12,12,13,29,15,0,33,0,8,18,13,3,55,12,39,11,21,9,42,73,15,15,23,18,2,29,21,19,8,14,7,82,27,5,0,25,28,0,78,1,6,44,32,14,11,4,0,0,5,0,77,0,22,12,0,2,14,42,13,5,36,25,5,8,5,15,38,9,6,39,0,0,59,0,2,0,0,0,3,23,59,29,26,63,14,4,26,37,19,10,20,0
2019-05-19,27,43,8,0,35,78,17,0,2,17,26,21,26,24,0,10,0,0,36,13,8,0,5,37,39,11,46,0,24,28,9,0,0,18,3,6,4,42,9,5,3,27,35,33,9,9,23,54,28,37,32,14,10,14,45,22,59,23,29,13,20,7,50,52,3,11,37,4,3,20,30,21,3,21,14,64,11,18,0,14,8,0,44,1,7,31,18,23,10,10,0,0,5,71,38,3,0,14,30,4,6,32,23,13,25,0,20,6,7,25,30,5,0,30,4,0,38,0,6,27,0,0,15,44,19,55,26,49,12,4,45,36,14,7,61,0
2019-05-26,21,31,30,19,34,48,27,5,2,36,30,27,30,36,0,15,14,0,39,26,22,20,5,58,23,13,35,0,36,5,13,0,34,0,6,3,33,55,5,2,3,47,76,48,9,9,14,14,24,36,42,14,16,21,69,14,60,11,9,28,20,5,52,64,0,5,61,4,3,33,26,24,8,25,14,54,10,9,5,14,25,0,29,1,14,48,23,29,15,10,1,0,6,42,68,0,11,14,30,7,9,40,21,7,55,24,30,22,16,3,40,9,6,23,11,19,68,0,3,39,16,0,3,50,19,39,16,73,13,4,20,31,21,9,46,0
2019-06-02,36,35,0,6,0,0,24,7,2,20,30,10,33,21,0,15,14,0,25,22,15,100,3,31,33,8,20,0,29,43,5,0,23,35,3,6,20,50,7,10,16,31,29,50,12,12,14,35,22,59,56,9,12,34,38,2,49,20,28,8,10,5,34,70,3,12,43,4,4,36,12,17,6,23,35,25,16,5,5,14,28,0,50,5,8,78,22,22,5,34,0,0,5,28,42,0,16,16,7,3,13,49,22,15,55,47,30,14,2,19,40,9,12,14,2,19,85,0,3,0,16,0,9,43,56,39,35,77,10,7,5,18,30,9,60,0
2019-06-09,32,23,8,26,0,20,24,5,2,32,28,21,39,27,1,5,15,12,22,26,22,21,8,49,48,13,38,0,39,33,4,0,47,54,5,3,21,46,6,10,3,11,47,59,5,5,12,29,31,24,37,14,10,21,64,5,41,20,39,13,21,5,44,46,57,7,37,4,3,8,22,11,6,30,36,33,11,6,6,39,19,0,48,3,10,30,21,25,0,17,0,0,6,29,42,3,16,18,15,2,12,45,26,18,48,48,15,16,10,19,33,5,0,14,4,0,80,0,6,0,8,0,9,44,19,89,10,75,13,4,35,59,33,7,47,0
2019-06-16,6,23,8,27,0,52,27,5,2,46,21,11,16,45,1,27,0,13,19,16,16,15,5,37,57,6,21,0,26,24,4,0,37,19,2,3,11,52,3,5,3,23,23,44,3,3,21,42,24,26,28,5,0,23,34,5,40,28,0,25,22,5,34,28,6,9,28,10,4,15,19,9,12,20,15,36,6,18,0,4,19,0,23,0,7,33,26,27,22,11,5,0,5,0,17,3,17,22,8,0,9,44,26,14,35,0,22,7,5,14,12,15,6,16,0,0,65,0,4,0,18,0,7,32,31,12,45,39,9,4,27,39,15,12,24,0
2019-06-23,38,23,8,39,0,40,28,7,2,71,28,15,38,32,0,20,0,0,30,20,0,21,10,44,87,5,27,0,38,28,14,0,47,54,3,3,17,40,7,8,17,70,57,58,9,9,6,40,30,25,29,28,12,14,26,3,51,44,19,11,0,6,29,26,3,12,30,18,4,37,24,14,12,26,22,51,21,22,0,32,14,0,52,5,10,56,11,35,21,18,21,0,6,14,48,0,5,21,15,12,17,50,10,23,28,0,26,10,10,16,26,18,0,12,0,19,66,0,8,0,17,0,3,49,19,67,32,59,8,15,25,50,19,9,20,0
2019-06-30,44,33,15,13,0,30,28,8,2,45,24,18,36,49,4,26,15,61,60,30,0,28,5,48,45,22,28,0,26,11,3,0,36,74,2,3,30,26,5,13,13,66,31,40,4,4,10,37,37,0,44,9,15,7,65,5,47,27,20,8,0,8,42,100,3,11,11,9,6,14,23,15,10,9,7,35,66,11,6,47,14,0,56,1,7,25,16,33,5,21,100,0,8,29,49,0,11,18,8,8,17,80,27,21,26,0,47,12,7,10,15,19,0,10,2,0,92,0,3,54,17,0,3,49,10,100,16,72,11,19,31,32,37,11,60,0
2019-07-07,28,39,16,27,0,10,23,0,2,36,34,18,46,28,14,38,47,13,38,29,8,7,5,39,36,17,32,0,32,23,6,0,25,58,9,3,4,45,6,29,10,17,28,10,8,8,12,41,12,13,30,5,6,30,68,8,27,25,20,8,43,10,40,62,22,7,47,5,4,24,22,9,9,27,8,58,17,15,0,49,27,0,50,0,13,46,20,22,16,11,34,0,7,45,51,0,17,15,16,6,19,63,16,8,40,25,38,11,10,7,40,5,6,24,7,20,87,0,26,28,9,0,16,39,30,48,10,63,11,8,26,100,46,15,53,0
2019-07-14,28,28,16,20,0,51,43,3,2,32,23,20,27,22,12,11,15,0,42,16,16,7,13,31,45,22,33,0,30,23,4,0,0,19,2,10,24,28,5,21,10,50,50,35,14,14,10,30,24,0,45,10,6,29,13,10,27,24,20,14,11,5,53,82,25,9,35,14,9,23,27,10,20,24,52,22,0,12,6,45,18,0,80,0,19,45,12,26,0,7,18,0,11,15,28,0,17,14,8,5,9,57,17,21,40,0,27,15,15,14,16,10,6,30,5,0,98,0,33,0,9,0,13,46,25,45,20,49,9,8,37,43,38,9,64,0
2019-07-21,50,54,8,20,0,10,14,13,3,28,21,33,40,41,100,0,0,0,100,17,0,0,11,23,45,22,18,0,59,40,6,0,36,38,8,3,19,33,11,21,7,33,14,18,6,6,14,44,20,13,46,10,17,15,33,8,48,21,50,8,42,4,72,34,22,6,27,9,4,44,18,13,13,31,7,70,6,7,6,44,20,0,42,4,23,51,9,38,16,11,16,0,8,0,22,3,22,15,31,1,9,28,26,13,26,25,21,13,17,7,20,9,6,24,2,0,75,0,16,0,34,0,6,42,15,74,17,65,8,12,42,47,30,17,63,49
2019-07-28,16,44,0,13,35,39,19,0,2,27,29,32,29,19,47,15,15,0,53,11,8,0,21,40,19,13,29,0,37,22,7,0,12,0,6,13,19,33,12,13,10,38,39,34,12,12,13,43,28,24,45,19,6,18,13,7,52,29,29,19,10,4,60,52,0,8,55,4,3,34,24,7,20,25,14,59,11,9,6,29,39,0,29,4,27,68,13,37,10,21,15,0,8,0,38,0,11,20,23,7,11,37,20,15,43,0,76,20,5,7,26,9,0,16,4,0,74,0,20,13,8,0,9,26,43,40,13,42,10,8,55,27,39,15,64,4
2019-08-04,54,31,23,0,36,89,19,5,1,30,31,24,58,21,19,56,0,0,23,22,8,14,47,69,48,8,23,0,33,50,1,0,12,0,3,0,31,42,9,25,10,32,43,58,11,11,10,51,26,12,53,19,4,25,32,15,24,24,49,24,21,5,57,46,9,8,15,32,6,34,32,10,28,47,43,34,21,9,40,50,24,0,44,3,58,25,30,21,10,4,21,0,5,14,27,3,16,17,8,13,8,32,74,69,51,0,66,20,12,5,11,9,0,17,2,0,100,0,27,13,17,0,0,30,19,52,19,62,13,0,46,59,32,16,56,8
